Year,State Name,Area_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day,Yield_kg_per_ha,Crop_cotton,Crop_maize,Crop_rice
2014,Madhya Pradesh,163000.0,20.65032,11.4724,20.65032,20,60,6.5,600,1.5,16,1147.24,False,False,False
2015,Madhya Pradesh,33000.0,88.38625,42.4254,77.7799,25,80,6.5,1200,2.0,18,3535.45,False,False,True
2015,Madhya Pradesh,11000.0,54.0,24.0,34.0,22,70,6.0,800,2.5,20,2000.0,False,True,False
2015,Madhya Pradesh,133000.0,22.06008,12.2556,22.06008,20,60,6.5,600,1.5,16,1225.56,False,False,False
2016,Madhya Pradesh,24000.0,98.6145,47.33496,86.78076,25,80,6.5,1200,2.0,18,3944.58,False,False,True
2016,Madhya Pradesh,20000.0,47.25,21.0,29.75,22,70,6.0,800,2.5,20,1750.0,False,True,False
2016,Madhya Pradesh,139000.0,24.08634,13.3813,24.08634,20,60,6.5,600,1.5,16,1338.13,False,False,False
2017,Madhya Pradesh,36450.0,49.37575,23.70036,43.45066,25,80,6.5,1200,2.0,18,1975.03,False,False,True
2017,Madhya Pradesh,17120.0,67.24755,29.8878,42.34105,22,70,6.0,800,2.5,20,2490.65,False,True,False
2017,Madhya Pradesh,165900.0,28.001520000000003,15.556400000000002,28.001520000000003,20,60,6.5,600,1.5,16,1555.64,False,False,False
1966,Madhya Pradesh,6000.0,8.33325,3.99996,7.333259999999999,25,80,6.5,1200,2.0,18,333.33,False,False,True
1966,Madhya Pradesh,1800.0,19.49994,8.66664,12.27774,22,70,6.0,800,2.5,20,722.22,False,True,False
1966,Madhya Pradesh,73000.0,8.8767,4.9315,8.8767,20,60,6.5,600,1.5,16,493.15,False,False,False
1967,Madhya Pradesh,6000.0,12.5,6.0,11.0,25,80,6.5,1200,2.0,18,500.0,False,False,True
1967,Madhya Pradesh,1900.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1967,Madhya Pradesh,76000.0,10.4211,5.7895,10.4211,20,60,6.5,600,1.5,16,578.95,False,False,False
1968,Madhya Pradesh,5600.0,13.39275,6.428520000000001,11.78562,25,80,6.5,1200,2.0,18,535.71,False,False,True
1968,Madhya Pradesh,1800.0,15.00012,6.66672,9.44452,22,70,6.0,800,2.5,20,555.56,False,True,False
1968,Madhya Pradesh,65900.0,9.55998,5.3111,9.55998,20,60,6.5,600,1.5,16,531.11,False,False,False
1969,Madhya Pradesh,5200.0,11.5385,5.53848,10.15388,25,80,6.5,1200,2.0,18,461.54,False,False,True
1969,Madhya Pradesh,1800.0,16.49997,7.33332,10.38887,22,70,6.0,800,2.5,20,611.11,False,True,False
1969,Madhya Pradesh,68700.0,9.8253,5.458500000000001,9.8253,20,60,6.5,600,1.5,16,545.85,False,False,False
1970,Madhya Pradesh,5400.0,12.5,6.0,11.0,25,80,6.5,1200,2.0,18,500.0,False,False,True
1970,Madhya Pradesh,1800.0,28.500120000000003,12.666720000000002,17.94452,22,70,6.0,800,2.5,20,1055.56,False,True,False
1970,Madhya Pradesh,67400.0,10.388699999999998,5.7715,10.388699999999998,20,60,6.5,600,1.5,16,577.15,False,False,False
1971,Madhya Pradesh,5500.0,14.091,6.763680000000001,12.40008,25,80,6.5,1200,2.0,18,563.64,False,False,True
1971,Madhya Pradesh,1800.0,24.00003,10.66668,15.11113,22,70,6.0,800,2.5,20,888.89,False,True,False
1971,Madhya Pradesh,65000.0,21.21228,11.7846,21.21228,20,60,6.5,600,1.5,16,1178.46,False,False,False
1972,Madhya Pradesh,5900.0,14.830500000000002,7.118640000000001,13.05084,25,80,6.5,1200,2.0,18,593.22,False,False,True
1972,Madhya Pradesh,1800.0,25.49988,11.33328,16.05548,22,70,6.0,800,2.5,20,944.44,False,True,False
1972,Madhya Pradesh,70500.0,17.41284,9.6738,17.41284,20,60,6.5,600,1.5,16,967.38,False,False,False
1973,Madhya Pradesh,5600.0,13.83925,6.64284,12.17854,25,80,6.5,1200,2.0,18,553.57,False,False,True
1973,Madhya Pradesh,1700.0,14.294069999999998,6.352919999999999,8.99997,22,70,6.0,800,2.5,20,529.41,False,True,False
1973,Madhya Pradesh,68100.0,15.9912,8.884,15.9912,20,60,6.5,600,1.5,16,888.4,False,False,False
1974,Madhya Pradesh,5500.0,8.181750000000001,3.92724,7.19994,25,80,6.5,1200,2.0,18,327.27,False,False,True
1974,Madhya Pradesh,1700.0,20.64717,9.17652,13.00007,22,70,6.0,800,2.5,20,764.71,False,True,False
1974,Madhya Pradesh,76200.0,16.252019999999998,9.0289,16.252019999999998,20,60,6.5,600,1.5,16,902.89,False,False,False
1975,Madhya Pradesh,5300.0,15.09425,7.245240000000001,13.28294,25,80,6.5,1200,2.0,18,603.77,False,False,True
1975,Madhya Pradesh,1600.0,25.3125,11.25,15.9375,22,70,6.0,800,2.5,20,937.5,False,True,False
1975,Madhya Pradesh,80400.0,13.05216,7.2512,13.05216,20,60,6.5,600,1.5,16,725.12,False,False,False
1976,Madhya Pradesh,5500.0,12.727249999999998,6.109079999999999,11.199979999999998,25,80,6.5,1200,2.0,18,509.09,False,False,True
1976,Madhya Pradesh,1700.0,31.76469,14.117640000000002,19.999990000000004,22,70,6.0,800,2.5,20,1176.47,False,True,False
1976,Madhya Pradesh,90700.0,8.2359,4.5755,8.2359,20,60,6.5,600,1.5,16,457.55,False,False,False
1977,Madhya Pradesh,5600.0,17.85725,8.57148,15.71438,25,80,6.5,1200,2.0,18,714.29,False,False,True
1977,Madhya Pradesh,1900.0,21.31569,9.47364,13.42099,22,70,6.0,800,2.5,20,789.47,False,True,False
1977,Madhya Pradesh,80800.0,9.0,5.0,9.0,20,60,6.5,600,1.5,16,500.0,False,False,False
1978,Madhya Pradesh,5800.0,13.362000000000002,6.413760000000001,11.75856,25,80,6.5,1200,2.0,18,534.48,False,False,True
1978,Madhya Pradesh,1800.0,25.49988,11.33328,16.05548,22,70,6.0,800,2.5,20,944.44,False,True,False
1978,Madhya Pradesh,78100.0,13.06782,7.2599,13.06782,20,60,6.5,600,1.5,16,725.99,False,False,False
1979,Madhya Pradesh,5700.0,6.140250000000001,2.9473200000000004,5.403420000000001,25,80,6.5,1200,2.0,18,245.61,False,False,True
1979,Madhya Pradesh,2000.0,29.700000000000003,13.2,18.700000000000003,22,70,6.0,800,2.5,20,1100.0,False,True,False
1979,Madhya Pradesh,97800.0,9.62568,5.3476,9.62568,20,60,6.5,600,1.5,16,534.76,False,False,False
1980,Madhya Pradesh,5800.0,15.08625,7.2414,13.2759,25,80,6.5,1200,2.0,18,603.45,False,False,True
1980,Madhya Pradesh,1000.0,45.9,20.4,28.9,22,70,6.0,800,2.5,20,1700.0,False,True,False
1980,Madhya Pradesh,81300.0,13.328460000000002,7.404700000000001,13.328460000000002,20,60,6.5,600,1.5,16,740.47,False,False,False
1981,Madhya Pradesh,6100.0,13.11475,6.2950800000000005,11.54098,25,80,6.5,1200,2.0,18,524.59,False,False,True
1981,Madhya Pradesh,2000.0,28.35,12.6,17.85,22,70,6.0,800,2.5,20,1050.0,False,True,False
1981,Madhya Pradesh,91300.0,15.20046,8.444700000000001,15.20046,20,60,6.5,600,1.5,16,844.47,False,False,False
1982,Madhya Pradesh,6100.0,16.3935,7.86888,14.42628,25,80,6.5,1200,2.0,18,655.74,False,False,True
1982,Madhya Pradesh,2200.0,28.22715,12.5454,17.77265,22,70,6.0,800,2.5,20,1045.45,False,True,False
1982,Madhya Pradesh,107400.0,15.6033,8.6685,15.6033,20,60,6.5,600,1.5,16,866.85,False,False,False
1983,Madhya Pradesh,6100.0,17.623,8.45904,15.50824,25,80,6.5,1200,2.0,18,704.92,False,False,True
1983,Madhya Pradesh,2000.0,31.05,13.8,19.55,22,70,6.0,800,2.5,20,1150.0,False,True,False
1983,Madhya Pradesh,101400.0,14.62716,8.1262,14.62716,20,60,6.5,600,1.5,16,812.62,False,False,False
1984,Madhya Pradesh,6100.0,15.164,7.27872,13.34432,25,80,6.5,1200,2.0,18,606.56,False,False,True
1984,Madhya Pradesh,2200.0,35.590860000000006,15.818160000000002,22.409060000000004,22,70,6.0,800,2.5,20,1318.18,False,True,False
1984,Madhya Pradesh,94500.0,11.71422,6.507899999999999,11.71422,20,60,6.5,600,1.5,16,650.79,False,False,False
1985,Madhya Pradesh,6100.0,20.901750000000003,10.03284,18.39354,25,80,6.5,1200,2.0,18,836.07,False,False,True
1985,Madhya Pradesh,2100.0,24.42852,10.85712,15.38092,22,70,6.0,800,2.5,20,904.76,False,True,False
1985,Madhya Pradesh,98200.0,12.31776,6.8432,12.31776,20,60,6.5,600,1.5,16,684.32,False,False,False
1986,Madhya Pradesh,6000.0,16.66675,8.00004,14.66674,25,80,6.5,1200,2.0,18,666.67,False,False,True
1986,Madhya Pradesh,2000.0,40.5,18.0,25.5,22,70,6.0,800,2.5,20,1500.0,False,True,False
1986,Madhya Pradesh,98000.0,10.836719999999998,6.020399999999999,10.836719999999998,20,60,6.5,600,1.5,16,602.04,False,False,False
1987,Madhya Pradesh,6000.0,16.66675,8.00004,14.66674,25,80,6.5,1200,2.0,18,666.67,False,False,True
1987,Madhya Pradesh,2000.0,40.5,18.0,25.5,22,70,6.0,800,2.5,20,1500.0,False,True,False
1987,Madhya Pradesh,97000.0,15.0309,8.3505,15.0309,20,60,6.5,600,1.5,16,835.05,False,False,False
1988,Madhya Pradesh,6100.0,16.80325,8.06556,14.78686,25,80,6.5,1200,2.0,18,672.13,False,False,True
1988,Madhya Pradesh,3100.0,36.58068,16.25808,23.03228,22,70,6.0,800,2.5,20,1354.84,False,True,False
1988,Madhya Pradesh,104500.0,14.41728,8.0096,14.41728,20,60,6.5,600,1.5,16,800.96,False,False,False
1989,Madhya Pradesh,6400.0,17.57825,8.437560000000001,15.46886,25,80,6.5,1200,2.0,18,703.13,False,False,True
1989,Madhya Pradesh,2900.0,42.827670000000005,19.03452,26.965570000000003,22,70,6.0,800,2.5,20,1586.21,False,True,False
1989,Madhya Pradesh,110000.0,13.53276,7.5182,13.53276,20,60,6.5,600,1.5,16,751.82,False,False,False
1990,Madhya Pradesh,5500.0,20.0,9.6,17.6,25,80,6.5,1200,2.0,18,800.0,False,False,True
1990,Madhya Pradesh,2400.0,32.62491,14.499959999999998,20.54161,22,70,6.0,800,2.5,20,1208.33,False,True,False
1990,Madhya Pradesh,93600.0,12.49992,6.944400000000001,12.49992,20,60,6.5,600,1.5,16,694.44,False,False,False
1991,Madhya Pradesh,5100.0,23.5295,11.294159999999998,20.70596,25,80,6.5,1200,2.0,18,941.18,False,False,True
1991,Madhya Pradesh,2300.0,34.04349,15.13044,21.43479,22,70,6.0,800,2.5,20,1260.87,False,True,False
1991,Madhya Pradesh,96000.0,15.89994,8.833300000000001,15.89994,20,60,6.5,600,1.5,16,883.33,False,False,False
1992,Madhya Pradesh,4800.0,20.83325,9.99996,18.33326,25,80,6.5,1200,2.0,18,833.33,False,False,True
1992,Madhya Pradesh,2200.0,50.31828,22.36368,31.681880000000003,22,70,6.0,800,2.5,20,1863.64,False,True,False
1992,Madhya Pradesh,89800.0,15.43428,8.5746,15.43428,20,60,6.5,600,1.5,16,857.46,False,False,False
1993,Madhya Pradesh,4800.0,21.875,10.5,19.25,25,80,6.5,1200,2.0,18,875.0,False,False,True
1993,Madhya Pradesh,2400.0,43.875,19.5,27.625,22,70,6.0,800,2.5,20,1625.0,False,True,False
1993,Madhya Pradesh,88900.0,16.17768,8.9876,16.17768,20,60,6.5,600,1.5,16,898.76,False,False,False
1994,Madhya Pradesh,3600.0,22.91675,11.00004,20.16674,25,80,6.5,1200,2.0,18,916.67,False,False,True
1994,Madhya Pradesh,1900.0,29.84202,13.26312,18.78942,22,70,6.0,800,2.5,20,1105.26,False,True,False
1994,Madhya Pradesh,106600.0,18.60786,10.337700000000002,18.60786,20,60,6.5,600,1.5,16,1033.77,False,False,False
1995,Madhya Pradesh,4200.0,14.881,7.14288,13.09528,25,80,6.5,1200,2.0,18,595.24,False,False,True
1995,Madhya Pradesh,2000.0,48.6,21.6,30.6,22,70,6.0,800,2.5,20,1800.0,False,True,False
1995,Madhya Pradesh,102400.0,12.9024,7.168,12.9024,20,60,6.5,600,1.5,16,716.8,False,False,False
1996,Madhya Pradesh,4500.0,21.66675,10.40004,19.06674,25,80,6.5,1200,2.0,18,866.67,False,False,True
1996,Madhya Pradesh,2200.0,46.63629,20.72724,29.36359,22,70,6.0,800,2.5,20,1727.27,False,True,False
1996,Madhya Pradesh,100800.0,18.48222,10.2679,18.48222,20,60,6.5,600,1.5,16,1026.79,False,False,False
1997,Madhya Pradesh,3800.0,22.3685,10.73688,19.68428,25,80,6.5,1200,2.0,18,894.74,False,False,True
1997,Madhya Pradesh,2000.0,43.2,19.200000000000003,27.200000000000003,22,70,6.0,800,2.5,20,1600.0,False,True,False
1997,Madhya Pradesh,97200.0,15.25932,8.477400000000001,15.25932,20,60,6.5,600,1.5,16,847.74,False,False,False
1998,Madhya Pradesh,3100.0,22.58075,10.83876,19.87106,25,80,6.5,1200,2.0,18,903.23,False,False,True
1998,Madhya Pradesh,2000.0,45.9,20.4,28.9,22,70,6.0,800,2.5,20,1700.0,False,True,False
1998,Madhya Pradesh,110000.0,18.245520000000003,10.136400000000002,18.245520000000003,20,60,6.5,600,1.5,16,1013.64,False,False,False
1999,Madhya Pradesh,4100.0,26.2195,12.58536,23.07316,25,80,6.5,1200,2.0,18,1048.78,False,False,True
1999,Madhya Pradesh,2300.0,63.39141,28.17396,39.91311,22,70,6.0,800,2.5,20,2347.83,False,True,False
1999,Madhya Pradesh,103100.0,18.22698,10.1261,18.22698,20,60,6.5,600,1.5,16,1012.61,False,False,False
2000,Madhya Pradesh,5200.0,13.94225,6.69228,12.26918,25,80,6.5,1200,2.0,18,557.69,False,False,True
2000,Madhya Pradesh,2500.0,55.08,24.48,34.68,22,70,6.0,800,2.5,20,2040.0,False,True,False
2000,Madhya Pradesh,111200.0,16.21944,9.0108,16.21944,20,60,6.5,600,1.5,16,901.08,False,False,False
2001,Madhya Pradesh,5400.0,14.351750000000004,6.888840000000001,12.629540000000002,25,80,6.5,1200,2.0,18,574.07,False,False,True
2001,Madhya Pradesh,2700.0,58.00005000000001,25.777800000000003,36.518550000000005,22,70,6.0,800,2.5,20,2148.15,False,True,False
2001,Madhya Pradesh,118200.0,21.03048,11.683599999999998,21.03048,20,60,6.5,600,1.5,16,1168.36,False,False,False
2002,Madhya Pradesh,5300.0,13.679249999999998,6.566039999999999,12.03774,25,80,6.5,1200,2.0,18,547.17,False,False,True
2002,Madhya Pradesh,3100.0,63.58068000000001,28.258080000000003,40.03228000000001,22,70,6.0,800,2.5,20,2354.84,False,True,False
2002,Madhya Pradesh,133100.0,18.5274,10.293,18.5274,20,60,6.5,600,1.5,16,1029.3,False,False,False
2003,Madhya Pradesh,5300.0,15.566,7.471679999999999,13.69808,25,80,6.5,1200,2.0,18,622.64,False,False,True
2003,Madhya Pradesh,3200.0,59.90625,26.625,37.71875,22,70,6.0,800,2.5,20,2218.75,False,True,False
2003,Madhya Pradesh,131900.0,17.44056,9.6892,17.44056,20,60,6.5,600,1.5,16,968.92,False,False,False
2004,Madhya Pradesh,5910.0,15.313,7.350239999999999,13.47544,25,80,6.5,1200,2.0,18,612.52,False,False,True
2004,Madhya Pradesh,3360.0,44.919630000000005,19.96428,28.28273,22,70,6.0,800,2.5,20,1663.69,False,True,False
2004,Madhya Pradesh,131530.0,18.64728,10.3596,18.64728,20,60,6.5,600,1.5,16,1035.96,False,False,False
2005,Madhya Pradesh,8300.0,15.3915,7.387919999999999,13.54452,25,80,6.5,1200,2.0,18,615.66,False,False,True
2005,Madhya Pradesh,3400.0,42.80282999999999,19.02348,26.94993,22,70,6.0,800,2.5,20,1585.29,False,True,False
2005,Madhya Pradesh,133070.0,19.98036,11.1002,19.98036,20,60,6.5,600,1.5,16,1110.02,False,False,False
2006,Madhya Pradesh,12370.0,16.734,8.03232,14.725920000000002,25,80,6.5,1200,2.0,18,669.36,False,False,True
2006,Madhya Pradesh,3380.0,31.153949999999995,13.846199999999998,19.61545,22,70,6.0,800,2.5,20,1153.85,False,True,False
2006,Madhya Pradesh,135870.0,22.17582,12.3199,22.17582,20,60,6.5,600,1.5,16,1231.99,False,False,False
2007,Madhya Pradesh,18000.0,17.41675,8.36004,15.32674,25,80,6.5,1200,2.0,18,696.67,False,False,True
2007,Madhya Pradesh,3100.0,35.70966,15.870959999999998,22.48386,22,70,6.0,800,2.5,20,1322.58,False,True,False
2007,Madhya Pradesh,145300.0,14.357879999999998,7.976599999999999,14.357879999999998,20,60,6.5,600,1.5,16,797.66,False,False,False
2008,Madhya Pradesh,22100.0,15.758000000000004,7.563840000000001,13.867040000000005,25,80,6.5,1200,2.0,18,630.32,False,False,True
2008,Madhya Pradesh,6300.0,36.85715999999999,16.380959999999998,23.20636,22,70,6.0,800,2.5,20,1365.08,False,True,False
2008,Madhya Pradesh,148900.0,20.27268,11.2626,20.27268,20,60,6.5,600,1.5,16,1126.26,False,False,False
2009,Madhya Pradesh,21900.0,24.201,11.61648,21.29688,25,80,6.5,1200,2.0,18,968.04,False,False,True
2009,Madhya Pradesh,3800.0,32.68431,14.52636,20.57901,22,70,6.0,800,2.5,20,1210.53,False,True,False
2009,Madhya Pradesh,144800.0,24.87438,13.8191,24.87438,20,60,6.5,600,1.5,16,1381.91,False,False,False
2010,Madhya Pradesh,26200.0,31.6795,15.20616,27.87796,25,80,6.5,1200,2.0,18,1267.18,False,False,True
2010,Madhya Pradesh,3400.0,40.5,18.0,25.5,22,70,6.0,800,2.5,20,1500.0,False,True,False
2010,Madhya Pradesh,132500.0,14.79402,8.2189,14.79402,20,60,6.5,600,1.5,16,821.89,False,False,False
2011,Madhya Pradesh,21500.0,35.69775,17.13492,31.41402,25,80,6.5,1200,2.0,18,1427.91,False,False,True
2011,Madhya Pradesh,5300.0,31.075380000000003,13.81128,19.56598,22,70,6.0,800,2.5,20,1150.94,False,True,False
2011,Madhya Pradesh,152200.0,20.2707,11.2615,20.2707,20,60,6.5,600,1.5,16,1126.15,False,False,False
2012,Madhya Pradesh,35340.0,32.1025,15.4092,28.2502,25,80,6.5,1200,2.0,18,1284.1,False,False,True
2012,Madhya Pradesh,3550.0,41.52681,18.45636,26.14651,22,70,6.0,800,2.5,20,1538.03,False,True,False
2012,Madhya Pradesh,117210.0,29.31822,16.2879,29.31822,20,60,6.5,600,1.5,16,1628.79,False,False,False
2013,Madhya Pradesh,62690.0,21.59025,10.36332,18.99942,25,80,6.5,1200,2.0,18,863.61,False,False,True
2013,Madhya Pradesh,3240.0,21.416670000000003,9.51852,13.48457,22,70,6.0,800,2.5,20,793.21,False,True,False
2013,Madhya Pradesh,155700.0,11.43126,6.3507,11.43126,20,60,6.5,600,1.5,16,635.07,False,False,False
2014,Madhya Pradesh,137000.0,62.53099999999999,30.01488,55.02727999999999,25,80,6.5,1200,2.0,18,2501.24,False,False,True
2014,Madhya Pradesh,17000.0,41.294070000000005,18.35292,25.99997,22,70,6.0,800,2.5,20,1529.41,False,True,False
2014,Madhya Pradesh,115000.0,20.34774,11.3043,20.34774,20,60,6.5,600,1.5,16,1130.43,False,False,False
2015,Madhya Pradesh,99000.0,57.24,27.4752,50.3712,25,80,6.5,1200,2.0,18,2289.6,False,False,True
2015,Madhya Pradesh,9000.0,32.99994,14.66664,20.77774,22,70,6.0,800,2.5,20,1222.22,False,True,False
2015,Madhya Pradesh,120000.0,22.80006,12.6667,22.80006,20,60,6.5,600,1.5,16,1266.67,False,False,False
2016,Madhya Pradesh,135000.0,56.4185,27.08088,49.64827999999999,25,80,6.5,1200,2.0,18,2256.74,False,False,True
2016,Madhya Pradesh,7000.0,42.428610000000006,18.85716,26.71431,22,70,6.0,800,2.5,20,1571.43,False,True,False
2016,Madhya Pradesh,120000.0,26.85006,14.9167,26.85006,20,60,6.5,600,1.5,16,1491.67,False,False,False
2017,Madhya Pradesh,112000.0,52.866,25.375680000000003,46.52208,25,80,6.5,1200,2.0,18,2114.64,False,False,True
2017,Madhya Pradesh,6920.0,44.8308,19.9248,28.2268,22,70,6.0,800,2.5,20,1660.4,False,True,False
2017,Madhya Pradesh,167200.0,30.13164,16.7398,30.13164,20,60,6.5,600,1.5,16,1673.98,False,False,False
1966,Madhya Pradesh,1000.0,25.0,12.0,22.0,25,80,6.5,1200,2.0,18,1000.0,False,False,True
1966,Madhya Pradesh,7000.0,34.71417,15.428520000000002,21.857070000000004,22,70,6.0,800,2.5,20,1285.71,False,True,False
1966,Madhya Pradesh,100000.0,6.66,3.7,6.66,20,60,6.5,600,1.5,16,370.0,False,False,False
1967,Madhya Pradesh,1000.0,25.0,12.0,22.0,25,80,6.5,1200,2.0,18,1000.0,False,False,True
1967,Madhya Pradesh,8000.0,30.375,13.5,19.125,22,70,6.0,800,2.5,20,1125.0,False,True,False
1967,Madhya Pradesh,84000.0,9.2142,5.119,9.2142,20,60,6.5,600,1.5,16,511.9,False,False,False
1968,Madhya Pradesh,1400.0,17.85725,8.57148,15.71438,25,80,6.5,1200,2.0,18,714.29,False,False,True
1968,Madhya Pradesh,7900.0,23.924160000000004,10.63296,15.06336,22,70,6.0,800,2.5,20,886.08,False,True,False
1968,Madhya Pradesh,76100.0,7.569,4.205,7.569,20,60,6.5,600,1.5,16,420.5,False,False,False
1969,Madhya Pradesh,1200.0,10.41675,5.00004,9.16674,25,80,6.5,1200,2.0,18,416.67,False,False,True
1969,Madhya Pradesh,7600.0,20.25,9.0,12.75,22,70,6.0,800,2.5,20,750.0,False,True,False
1969,Madhya Pradesh,76000.0,12.10266,6.7237,12.10266,20,60,6.5,600,1.5,16,672.37,False,False,False
1970,Madhya Pradesh,1300.0,13.4615,6.46152,11.84612,25,80,6.5,1200,2.0,18,538.46,False,False,True
1970,Madhya Pradesh,7700.0,35.41563,15.74028,22.29873,22,70,6.0,800,2.5,20,1311.69,False,True,False
1970,Madhya Pradesh,81000.0,7.577820000000001,4.2099,7.577820000000001,20,60,6.5,600,1.5,16,420.99,False,False,False
1971,Madhya Pradesh,1500.0,13.33325,6.399960000000001,11.73326,25,80,6.5,1200,2.0,18,533.33,False,False,True
1971,Madhya Pradesh,7800.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1971,Madhya Pradesh,92500.0,11.03346,6.1297,11.03346,20,60,6.5,600,1.5,16,612.97,False,False,False
1972,Madhya Pradesh,1700.0,10.294,4.94112,9.05872,25,80,6.5,1200,2.0,18,411.76,False,False,True
1972,Madhya Pradesh,8000.0,33.4125,14.85,21.0375,22,70,6.0,800,2.5,20,1237.5,False,True,False
1972,Madhya Pradesh,94900.0,15.07896,8.3772,15.07896,20,60,6.5,600,1.5,16,837.72,False,False,False
1973,Madhya Pradesh,1700.0,14.706,7.05888,12.94128,25,80,6.5,1200,2.0,18,588.24,False,False,True
1973,Madhya Pradesh,7700.0,21.38967,9.506520000000002,13.467570000000002,22,70,6.0,800,2.5,20,792.21,False,True,False
1973,Madhya Pradesh,100500.0,10.92546,6.0697,10.92546,20,60,6.5,600,1.5,16,606.97,False,False,False
1974,Madhya Pradesh,1600.0,10.9375,5.25,9.625,25,80,6.5,1200,2.0,18,437.5,False,False,True
1974,Madhya Pradesh,7700.0,31.20768,13.87008,19.64928,22,70,6.0,800,2.5,20,1155.84,False,True,False
1974,Madhya Pradesh,112400.0,12.37896,6.8772,12.37896,20,60,6.5,600,1.5,16,687.72,False,False,False
1975,Madhya Pradesh,1600.0,12.5,6.0,11.0,25,80,6.5,1200,2.0,18,500.0,False,False,True
1975,Madhya Pradesh,7300.0,29.21913,12.98628,18.39723,22,70,6.0,800,2.5,20,1082.19,False,True,False
1975,Madhya Pradesh,108900.0,13.14054,7.3003,13.14054,20,60,6.5,600,1.5,16,730.03,False,False,False
1976,Madhya Pradesh,1800.0,11.111,5.33328,9.77768,25,80,6.5,1200,2.0,18,444.44,False,False,True
1976,Madhya Pradesh,7500.0,41.04,18.24,25.84,22,70,6.0,800,2.5,20,1520.0,False,True,False
1976,Madhya Pradesh,115900.0,8.23122,4.572900000000001,8.23122,20,60,6.5,600,1.5,16,457.29,False,False,False
1977,Madhya Pradesh,1800.0,29.166750000000004,14.000040000000002,25.66674,25,80,6.5,1200,2.0,18,1166.67,False,False,True
1977,Madhya Pradesh,7500.0,29.51991,13.11996,18.58661,22,70,6.0,800,2.5,20,1093.33,False,True,False
1977,Madhya Pradesh,92400.0,10.733760000000002,5.9632000000000005,10.733760000000002,20,60,6.5,600,1.5,16,596.32,False,False,False
1978,Madhya Pradesh,1800.0,19.4445,9.33336,17.11116,25,80,6.5,1200,2.0,18,777.78,False,False,True
1978,Madhya Pradesh,7300.0,29.21913,12.98628,18.39723,22,70,6.0,800,2.5,20,1082.19,False,True,False
1978,Madhya Pradesh,87200.0,12.509100000000002,6.9495000000000005,12.509100000000002,20,60,6.5,600,1.5,16,694.95,False,False,False
1979,Madhya Pradesh,1900.0,1.31575,0.63156,1.15786,25,80,6.5,1200,2.0,18,52.63,False,False,True
1979,Madhya Pradesh,7000.0,23.52861,10.457159999999998,14.81431,22,70,6.0,800,2.5,20,871.43,False,True,False
1979,Madhya Pradesh,109200.0,9.2142,5.119,9.2142,20,60,6.5,600,1.5,16,511.9,False,False,False
1980,Madhya Pradesh,1900.0,11.842,5.68416,10.42096,25,80,6.5,1200,2.0,18,473.68,False,False,True
1980,Madhya Pradesh,8000.0,33.75,15.0,21.25,22,70,6.0,800,2.5,20,1250.0,False,True,False
1980,Madhya Pradesh,90800.0,12.7467,7.081499999999999,12.7467,20,60,6.5,600,1.5,16,708.15,False,False,False
